Time [s],STM32_RX,STM32_TX,I2C_CLK,I2C_DATA,Channel 4,Channel 5,Channel 6,Channel 7
3.636970917,1,1,0,0,1,1,1,1
3.636975833,1,1,1,0,1,1,1,1
3.636980750,1,1,0,0,1,1,1,1
3.636990083,1,1,1,0,1,1,1,1
3.636995000,1,1,0,0,1,1,1,1
3.637000083,1,1,1,0,1,1,1,1
3.637005000,1,1,0,0,1,1,1,1
3.637010083,1,1,1,0,1,1,1,1
3.637015000,1,1,0,0,1,1,1,1
3.637020083,1,1,1,0,1,1,1,1
3.637025000,1,1,0,0,1,1,1,1
3.637030083,1,1,1,0,1,1,1,1
3.637035000,1,1,0,0,1,1,1,1
3.637040083,1,1,1,0,1,1,1,1
3.637045000,1,1,0,0,1,1,1,1
3.637050083,1,1,1,0,1,1,1,1
3.637055000,1,1,0,0,1,1,1,1
3.637060083,1,1,1,0,1,1,1,1
3.637065000,1,1,0,0,1,1,1,1
3.637065375,1,1,0,1,1,1,1,1
3.637070083,1,1,1,1,1,1,1,1
3.637075000,1,1,0,1,1,1,1,1
3.637081000,1,1,0,0,1,1,1,1
3.637085667,1,1,1,0,1,1,1,1
3.637091375,1,1,1,1,1,1,1,1
3.737155542,1,1,1,0,1,1,1,1
3.737160625,1,1,0,0,1,1,1,1
3.737170208,1,1,1,0,1,1,1,1
3.737175125,1,1,0,0,1,1,1,1
3.737175583,1,1,0,1,1,1,1,1
3.737180208,1,1,1,1,1,1,1,1
3.737185125,1,1,0,1,1,1,1,1
3.737185500,1,1,0,0,1,1,1,1
3.737190208,1,1,1,0,1,1,1,1
3.737195125,1,1,0,0,1,1,1,1
3.737195583,1,1,0,1,1,1,1,1
3.737200208,1,1,1,1,1,1,1,1
3.737205125,1,1,0,1,1,1,1,1
3.737205500,1,1,0,0,1,1,1,1
3.737210208,1,1,1,0,1,1,1,1
3.737215125,1,1,0,0,1,1,1,1
3.737220208,1,1,1,0,1,1,1,1
3.737225125,1,1,0,0,1,1,1,1
3.737225625,1,1,0,1,1,1,1,1
3.737230208,1,1,1,1,1,1,1,1
3.737235125,1,1,0,1,1,1,1,1
3.737235500,1,1,0,0,1,1,1,1
3.737240208,1,1,1,0,1,1,1,1
3.737245125,1,1,0,0,1,1,1,1
3.737250208,1,1,1,0,1,1,1,1
3.737255125,1,1,0,0,1,1,1,1
3.737260625,1,1,0,1,1,1,1,1
3.737265417,1,1,1,1,1,1,1,1
3.737270333,1,1,0,1,1,1,1,1
3.737270708,1,1,0,0,1,1,1,1
3.737275417,1,1,1,0,1,1,1,1
3.737280333,1,1,0,0,1,1,1,1
3.737280792,1,1,0,1,1,1,1,1
3.737285417,1,1,1,1,1,1,1,1
3.737290333,1,1,0,1,1,1,1,1
3.737295417,1,1,1,1,1,1,1,1
3.737300333,1,1,0,1,1,1,1,1
3.737300708,1,1,0,0,1,1,1,1
3.737305417,1,1,1,0,1,1,1,1
3.737310333,1,1,0,0,1,1,1,1
3.737315417,1,1,1,0,1,1,1,1
3.737320333,1,1,0,0,1,1,1,1
3.737320833,1,1,0,1,1,1,1,1
3.737325417,1,1,1,1,1,1,1,1
3.737330333,1,1,0,1,1,1,1,1
3.737335417,1,1,1,1,1,1,1,1
3.737340333,1,1,0,1,1,1,1,1
3.737340542,1,1,0,0,1,1,1,1
3.737345458,1,1,1,0,1,1,1,1
3.737350333,1,1,0,0,1,1,1,1
3.737350708,1,1,0,1,1,1,1,1
3.737359833,1,1,1,1,1,1,1,1
3.737365417,1,1,1,0,1,1,1,1
3.737370500,1,1,0,0,1,1,1,1
3.737376250,1,1,1,0,1,1,1,1
3.737381167,1,1,0,0,1,1,1,1
3.737381667,1,1,0,1,1,1,1,1
3.737386250,1,1,1,1,1,1,1,1
3.737391167,1,1,0,1,1,1,1,1
3.737391542,1,1,0,0,1,1,1,1
3.737396250,1,1,1,0,1,1,1,1
3.737401167,1,1,0,0,1,1,1,1
3.737401667,1,1,0,1,1,1,1,1
3.737406250,1,1,1,1,1,1,1,1
3.737411167,1,1,0,1,1,1,1,1
3.737411542,1,1,0,0,1,1,1,1
3.737416292,1,1,1,0,1,1,1,1
3.737421167,1,1,0,0,1,1,1,1
3.737426292,1,1,1,0,1,1,1,1
3.737431208,1,1,0,0,1,1,1,1
3.737431667,1,1,0,1,1,1,1,1
3.737436292,1,1,1,1,1,1,1,1
3.737441208,1,1,0,1,1,1,1,1
3.737446292,1,1,1,1,1,1,1,1
3.737451208,1,1,0,1,1,1,1,1
3.737451417,1,1,0,0,1,1,1,1
3.737456292,1,1,1,0,1,1,1,1
3.737461208,1,1,0,0,1,1,1,1
3.737470542,1,1,1,0,1,1,1,1
3.737475458,1,1,0,0,1,1,1,1
3.737480542,1,1,1,0,1,1,1,1
3.737485458,1,1,0,0,1,1,1,1
3.737485833,1,1,0,1,1,1,1,1
3.737490542,1,1,1,1,1,1,1,1
3.737495458,1,1,0,1,1,1,1,1
3.737500542,1,1,1,1,1,1,1,1
3.737505458,1,1,0,1,1,1,1,1
3.737505667,1,1,0,0,1,1,1,1
3.737510542,1,1,1,0,1,1,1,1
3.737515458,1,1,0,0,1,1,1,1
3.737520542,1,1,1,0,1,1,1,1
3.737525458,1,1,0,0,1,1,1,1
3.737530542,1,1,1,0,1,1,1,1
3.737535458,1,1,0,0,1,1,1,1
3.737535833,1,1,0,1,1,1,1,1
3.737540542,1,1,1,1,1,1,1,1
3.737545458,1,1,0,1,1,1,1,1
3.737550542,1,1,1,1,1,1,1,1
3.737555458,1,1,0,1,1,1,1,1
3.737561500,1,1,0,0,1,1,1,1
3.737566125,1,1,1,0,1,1,1,1
3.737571833,1,1,1,1,1,1,1,1
3.737596792,1,1,1,0,1,1,1,1
3.737601875,1,1,0,0,1,1,1,1
3.737617042,1,1,1,0,1,1,1,1
3.737621917,1,1,0,0,1,1,1,1
3.737622417,1,1,0,1,1,1,1,1
3.737627000,1,1,1,1,1,1,1,1
3.737631917,1,1,0,1,1,1,1,1
3.737632292,1,1,0,0,1,1,1,1
3.737637042,1,1,1,0,1,1,1,1
3.737641958,1,1,0,0,1,1,1,1
3.737642417,1,1,0,1,1,1,1,1
3.737647042,1,1,1,1,1,1,1,1
3.737651958,1,1,0,1,1,1,1,1
3.737652292,1,1,0,0,1,1,1,1
3.737657042,1,1,1,0,1,1,1,1
3.737661958,1,1,0,0,1,1,1,1
3.737667042,1,1,1,0,1,1,1,1
3.737671958,1,1,0,0,1,1,1,1
3.737672417,1,1,0,1,1,1,1,1
3.737677042,1,1,1,1,1,1,1,1
3.737681958,1,1,0,1,1,1,1,1
3.737682292,1,1,0,0,1,1,1,1
3.737687042,1,1,1,0,1,1,1,1
3.737691958,1,1,0,0,1,1,1,1
3.737697042,1,1,1,0,1,1,1,1
3.737701958,1,1,0,0,1,1,1,1
3.737707417,1,1,0,1,1,1,1,1
3.737712208,1,1,1,1,1,1,1,1
3.737717167,1,1,0,1,1,1,1,1
3.737717500,1,1,0,0,1,1,1,1
3.737722250,1,1,1,0,1,1,1,1
3.737727167,1,1,0,0,1,1,1,1
3.737727625,1,1,0,1,1,1,1,1
3.737732250,1,1,1,1,1,1,1,1
3.737737167,1,1,0,1,1,1,1,1
3.737742250,1,1,1,1,1,1,1,1
3.737747167,1,1,0,1,1,1,1,1
3.737747500,1,1,0,0,1,1,1,1
3.737752250,1,1,1,0,1,1,1,1
3.737757167,1,1,0,0,1,1,1,1
3.737757625,1,1,0,1,1,1,1,1
3.737762250,1,1,1,1,1,1,1,1
3.737767167,1,1,0,1,1,1,1,1
3.737767542,1,1,0,0,1,1,1,1
3.737772250,1,1,1,0,1,1,1,1
3.737777167,1,1,0,0,1,1,1,1
3.737782250,1,1,1,0,1,1,1,1
3.737787167,1,1,0,0,1,1,1,1
3.737792250,1,1,1,0,1,1,1,1
3.737797167,1,1,0,0,1,1,1,1
3.737797542,1,1,0,1,1,1,1,1
3.737806625,1,1,1,1,1,1,1,1
3.737812250,1,1,1,0,1,1,1,1
3.737817292,1,1,0,0,1,1,1,1
3.737823083,1,1,1,0,1,1,1,1
3.737828000,1,1,0,0,1,1,1,1
3.737828458,1,1,0,1,1,1,1,1
3.737833083,1,1,1,1,1,1,1,1
3.737838000,1,1,0,1,1,1,1,1
3.737838375,1,1,0,0,1,1,1,1
3.737843083,1,1,1,0,1,1,1,1
3.737848000,1,1,0,0,1,1,1,1
3.737848458,1,1,0,1,1,1,1,1
3.737853083,1,1,1,1,1,1,1,1
3.737858000,1,1,0,1,1,1,1,1
3.737858375,1,1,0,0,1,1,1,1
3.737863083,1,1,1,0,1,1,1,1
3.737868000,1,1,0,0,1,1,1,1
3.737873083,1,1,1,0,1,1,1,1
3.737878000,1,1,0,0,1,1,1,1
3.737878500,1,1,0,1,1,1,1,1
3.737883083,1,1,1,1,1,1,1,1
3.737888000,1,1,0,1,1,1,1,1
3.737893083,1,1,1,1,1,1,1,1
3.737898000,1,1,0,1,1,1,1,1
3.737898208,1,1,0,0,1,1,1,1
3.737903083,1,1,1,0,1,1,1,1
3.737908000,1,1,0,0,1,1,1,1
3.737908500,1,1,0,1,1,1,1,1
3.737917542,1,1,1,1,1,1,1,1
3.737922458,1,1,0,1,1,1,1,1
3.737922667,1,1,0,0,1,1,1,1
3.737927542,1,1,1,0,1,1,1,1
3.737932458,1,1,0,0,1,1,1,1
3.737937542,1,1,1,0,1,1,1,1
3.737942458,1,1,0,0,1,1,1,1
3.737947542,1,1,1,0,1,1,1,1
3.737952458,1,1,0,0,1,1,1,1
3.737952833,1,1,0,1,1,1,1,1
3.737957542,1,1,1,1,1,1,1,1
3.737962458,1,1,0,1,1,1,1,1
3.737967542,1,1,1,1,1,1,1,1
3.737972458,1,1,0,1,1,1,1,1
3.737977542,1,1,1,1,1,1,1,1
3.737982458,1,1,0,1,1,1,1,1
3.737987542,1,1,1,1,1,1,1,1
3.737992458,1,1,0,1,1,1,1,1
3.737992833,1,1,0,0,1,1,1,1
3.737997583,1,1,1,0,1,1,1,1
3.738002500,1,1,0,0,1,1,1,1
3.738012958,1,1,1,0,1,1,1,1
3.738017875,1,1,0,0,1,1,1,1
3.738022958,1,1,1,0,1,1,1,1
3.738027875,1,1,0,0,1,1,1,1
3.738032958,1,1,1,0,1,1,1,1
3.738037875,1,1,0,0,1,1,1,1
3.738042958,1,1,1,0,1,1,1,1
3.738047875,1,1,0,0,1,1,1,1
3.738052958,1,1,1,0,1,1,1,1
3.738057875,1,1,0,0,1,1,1,1
3.738062958,1,1,1,0,1,1,1,1
3.738067875,1,1,0,0,1,1,1,1
3.738068250,1,1,0,1,1,1,1,1
3.738072958,1,1,1,1,1,1,1,1
3.738077875,1,1,0,1,1,1,1,1
3.738078083,1,1,0,0,1,1,1,1
3.738082958,1,1,1,0,1,1,1,1
3.738087875,1,1,0,0,1,1,1,1
3.738088250,1,1,0,1,1,1,1,1
3.738092958,1,1,1,1,1,1,1,1
3.738097875,1,1,0,1,1,1,1,1
3.738103875,1,1,0,0,1,1,1,1
3.738108542,1,1,1,0,1,1,1,1
3.738114250,1,1,1,1,1,1,1,1
3.738144208,1,1,1,0,1,1,1,1
3.738149292,1,1,0,0,1,1,1,1
3.738158875,1,1,1,0,1,1,1,1
3.738163792,1,1,0,0,1,1,1,1
3.738164250,1,1,0,1,1,1,1,1
3.738168875,1,1,1,1,1,1,1,1
3.738173792,1,1,0,1,1,1,1,1
3.738174125,1,1,0,0,1,1,1,1
3.738178875,1,1,1,0,1,1,1,1
3.738183792,1,1,0,0,1,1,1,1
3.738184250,1,1,0,1,1,1,1,1
3.738188875,1,1,1,1,1,1,1,1
3.738193792,1,1,0,1,1,1,1,1
3.738194167,1,1,0,0,1,1,1,1
3.738198875,1,1,1,0,1,1,1,1
3.738203792,1,1,0,0,1,1,1,1
3.738208875,1,1,1,0,1,1,1,1
3.738213792,1,1,0,0,1,1,1,1
3.738214250,1,1,0,1,1,1,1,1
3.738218875,1,1,1,1,1,1,1,1
3.738223792,1,1,0,1,1,1,1,1
3.738224167,1,1,0,0,1,1,1,1
3.738228875,1,1,1,0,1,1,1,1
3.738233792,1,1,0,0,1,1,1,1
3.738238875,1,1,1,0,1,1,1,1
3.738243792,1,1,0,0,1,1,1,1
3.738249333,1,1,0,1,1,1,1,1
3.738254125,1,1,1,1,1,1,1,1
3.738259042,1,1,0,1,1,1,1,1
3.738259417,1,1,0,0,1,1,1,1
3.738264125,1,1,1,0,1,1,1,1
3.738269042,1,1,0,0,1,1,1,1
3.738269542,1,1,0,1,1,1,1,1
3.738274167,1,1,1,1,1,1,1,1
3.738279042,1,1,0,1,1,1,1,1
3.738284167,1,1,1,1,1,1,1,1
3.738289083,1,1,0,1,1,1,1,1
3.738289417,1,1,0,0,1,1,1,1
3.738294167,1,1,1,0,1,1,1,1
3.738299083,1,1,0,0,1,1,1,1
3.738299542,1,1,0,1,1,1,1,1
3.738304167,1,1,1,1,1,1,1,1
3.738309083,1,1,0,1,1,1,1,1
3.738314167,1,1,1,1,1,1,1,1
3.738319083,1,1,0,1,1,1,1,1
3.738319417,1,1,0,0,1,1,1,1
3.738324167,1,1,1,0,1,1,1,1
3.738329083,1,1,0,0,1,1,1,1
3.738334167,1,1,1,0,1,1,1,1
3.738339083,1,1,0,0,1,1,1,1
3.738339458,1,1,0,1,1,1,1,1
3.738348542,1,1,1,1,1,1,1,1
3.738354167,1,1,1,0,1,1,1,1
3.738359208,1,1,0,0,1,1,1,1
3.738359750,1,1,0,1,1,1,1,1
3.738360167,1,1,0,0,1,1,1,1
3.738365375,1,1,1,0,1,1,1,1
3.738370292,1,1,0,0,1,1,1,1
3.738370750,1,1,0,1,1,1,1,1
3.738375375,1,1,1,1,1,1,1,1
3.738380292,1,1,0,1,1,1,1,1
3.738380625,1,1,0,0,1,1,1,1
3.738385375,1,1,1,0,1,1,1,1
3.738390292,1,1,0,0,1,1,1,1
3.738390750,1,1,0,1,1,1,1,1
3.738395375,1,1,1,1,1,1,1,1
3.738400292,1,1,0,1,1,1,1,1
3.738400667,1,1,0,0,1,1,1,1
3.738405375,1,1,1,0,1,1,1,1
3.738410292,1,1,0,0,1,1,1,1
3.738415375,1,1,1,0,1,1,1,1
3.738420292,1,1,0,0,1,1,1,1
3.738420750,1,1,0,1,1,1,1,1
3.738425375,1,1,1,1,1,1,1,1
3.738430292,1,1,0,1,1,1,1,1
3.738435375,1,1,1,1,1,1,1,1
3.738440292,1,1,0,1,1,1,1,1
3.738440500,1,1,0,0,1,1,1,1
3.738445375,1,1,1,0,1,1,1,1
3.738450292,1,1,0,0,1,1,1,1
3.738459833,1,1,1,0,1,1,1,1
3.738464750,1,1,0,0,1,1,1,1
3.738465083,1,1,0,1,1,1,1,1
3.738469833,1,1,1,1,1,1,1,1
3.738474750,1,1,0,1,1,1,1,1
3.738474958,1,1,0,0,1,1,1,1
3.738479833,1,1,1,0,1,1,1,1
3.738484750,1,1,0,0,1,1,1,1
3.738485125,1,1,0,1,1,1,1,1
3.738489833,1,1,1,1,1,1,1,1
3.738494750,1,1,0,1,1,1,1,1
3.738499833,1,1,1,1,1,1,1,1
3.738504750,1,1,0,1,1,1,1,1
3.738509833,1,1,1,1,1,1,1,1
3.738514750,1,1,0,1,1,1,1,1
3.738519833,1,1,1,1,1,1,1,1
3.738524750,1,1,0,1,1,1,1,1
3.738524958,1,1,0,0,1,1,1,1
3.738529833,1,1,1,0,1,1,1,1
3.738534750,1,1,0,0,1,1,1,1
3.738539833,1,1,1,0,1,1,1,1
3.738544750,1,1,0,0,1,1,1,1
3.738555208,1,1,1,0,1,1,1,1
3.738560125,1,1,0,0,1,1,1,1
3.738565250,1,1,1,0,1,1,1,1
3.738570167,1,1,0,0,1,1,1,1
3.738575250,1,1,1,0,1,1,1,1
3.738580167,1,1,0,0,1,1,1,1
3.738585250,1,1,1,0,1,1,1,1
3.738590167,1,1,0,0,1,1,1,1
3.738595250,1,1,1,0,1,1,1,1
3.738600167,1,1,0,0,1,1,1,1
3.738605250,1,1,1,0,1,1,1,1
3.738610167,1,1,0,0,1,1,1,1
3.738615250,1,1,1,0,1,1,1,1
3.738620167,1,1,0,0,1,1,1,1
3.738625250,1,1,1,0,1,1,1,1
3.738630167,1,1,0,0,1,1,1,1
3.738630542,1,1,0,1,1,1,1,1
3.738635250,1,1,1,1,1,1,1,1
3.738640167,1,1,0,1,1,1,1,1
3.738646125,1,1,0,0,1,1,1,1
3.738650750,1,1,1,0,1,1,1,1
3.738656458,1,1,1,1,1,1,1,1
3.738781458,1,1,1,0,1,1,1,1
3.738786542,1,1,0,0,1,1,1,1
3.738796125,1,1,1,0,1,1,1,1
3.738801042,1,1,0,0,1,1,1,1
3.738801500,1,1,0,1,1,1,1,1
3.738806125,1,1,1,1,1,1,1,1
3.738811042,1,1,0,1,1,1,1,1
3.738811375,1,1,0,0,1,1,1,1
3.738816125,1,1,1,0,1,1,1,1
3.738821042,1,1,0,0,1,1,1,1
3.738821500,1,1,0,1,1,1,1,1
3.738826125,1,1,1,1,1,1,1,1
3.738831042,1,1,0,1,1,1,1,1
3.738831417,1,1,0,0,1,1,1,1
3.738836125,1,1,1,0,1,1,1,1
3.738841042,1,1,0,0,1,1,1,1
3.738846125,1,1,1,0,1,1,1,1
3.738851042,1,1,0,0,1,1,1,1
3.738851500,1,1,0,1,1,1,1,1
3.738856125,1,1,1,1,1,1,1,1
3.738861042,1,1,0,1,1,1,1,1
3.738861417,1,1,0,0,1,1,1,1
3.738866125,1,1,1,0,1,1,1,1
3.738871042,1,1,0,0,1,1,1,1
3.738876125,1,1,1,0,1,1,1,1
3.738881042,1,1,0,0,1,1,1,1
3.738886542,1,1,0,1,1,1,1,1
3.738891333,1,1,1,1,1,1,1,1
3.738896250,1,1,0,1,1,1,1,1
3.738896583,1,1,0,0,1,1,1,1
3.738901333,1,1,1,0,1,1,1,1
3.738906250,1,1,0,0,1,1,1,1
3.738906708,1,1,0,1,1,1,1,1
3.738911333,1,1,1,1,1,1,1,1
3.738916250,1,1,0,1,1,1,1,1
3.738916625,1,1,0,0,1,1,1,1
3.738921333,1,1,1,0,1,1,1,1
3.738926250,1,1,0,0,1,1,1,1
3.738931333,1,1,1,0,1,1,1,1
3.738936250,1,1,0,0,1,1,1,1
3.738941333,1,1,1,0,1,1,1,1
3.738946250,1,1,0,0,1,1,1,1
3.738951333,1,1,1,0,1,1,1,1
3.738956250,1,1,0,0,1,1,1,1
3.738956750,1,1,0,1,1,1,1,1
3.738961333,1,1,1,1,1,1,1,1
3.738966250,1,1,0,1,1,1,1,1
3.738966458,1,1,0,0,1,1,1,1
3.738971333,1,1,1,0,1,1,1,1
3.738976250,1,1,0,0,1,1,1,1
3.738976625,1,1,0,1,1,1,1,1
3.738985708,1,1,1,1,1,1,1,1
3.738991333,1,1,1,0,1,1,1,1
3.738996375,1,1,0,0,1,1,1,1
3.739002167,1,1,1,0,1,1,1,1
3.739007083,1,1,0,0,1,1,1,1
3.739007542,1,1,0,1,1,1,1,1
3.739012167,1,1,1,1,1,1,1,1
3.739017083,1,1,0,1,1,1,1,1
3.739017458,1,1,0,0,1,1,1,1
3.739022167,1,1,1,0,1,1,1,1
3.739027083,1,1,0,0,1,1,1,1
3.739027583,1,1,0,1,1,1,1,1
3.739032167,1,1,1,1,1,1,1,1
3.739037083,1,1,0,1,1,1,1,1
3.739037458,1,1,0,0,1,1,1,1
3.739042167,1,1,1,0,1,1,1,1
3.739047083,1,1,0,0,1,1,1,1
3.739052167,1,1,1,0,1,1,1,1
3.739057083,1,1,0,0,1,1,1,1
3.739057583,1,1,0,1,1,1,1,1
3.739062167,1,1,1,1,1,1,1,1
3.739067083,1,1,0,1,1,1,1,1
3.739072208,1,1,1,1,1,1,1,1
3.739077125,1,1,0,1,1,1,1,1
3.739077333,1,1,0,0,1,1,1,1
3.739082208,1,1,1,0,1,1,1,1
3.739087125,1,1,0,0,1,1,1,1
3.739096458,1,1,1,0,1,1,1,1
3.739101375,1,1,0,0,1,1,1,1
3.739106458,1,1,1,0,1,1,1,1
3.739111375,1,1,0,0,1,1,1,1
3.739116458,1,1,1,0,1,1,1,1
3.739121375,1,1,0,0,1,1,1,1
3.739121750,1,1,0,1,1,1,1,1
3.739126458,1,1,1,1,1,1,1,1
3.739131375,1,1,0,1,1,1,1,1
3.739131583,1,1,0,0,1,1,1,1
3.739136458,1,1,1,0,1,1,1,1
3.739141375,1,1,0,0,1,1,1,1
3.739146458,1,1,1,0,1,1,1,1
3.739151375,1,1,0,0,1,1,1,1
3.739156458,1,1,1,0,1,1,1,1
3.739161375,1,1,0,0,1,1,1,1
3.739166458,1,1,1,0,1,1,1,1
3.739171375,1,1,0,0,1,1,1,1
3.739171750,1,1,0,1,1,1,1,1
3.739176458,1,1,1,1,1,1,1,1
3.739181375,1,1,0,1,1,1,1,1
3.739187375,1,1,0,0,1,1,1,1
3.739192042,1,1,1,0,1,1,1,1
3.739197750,1,1,1,1,1,1,1,1
3.739222708,1,1,1,0,1,1,1,1
3.739227792,1,1,0,0,1,1,1,1
3.739237417,1,1,1,0,1,1,1,1
3.739242333,1,1,0,0,1,1,1,1
3.739242833,1,1,0,1,1,1,1,1
3.739247417,1,1,1,1,1,1,1,1
3.739252333,1,1,0,1,1,1,1,1
3.739252708,1,1,0,0,1,1,1,1
3.739257458,1,1,1,0,1,1,1,1
3.739262333,1,1,0,0,1,1,1,1
3.739262833,1,1,0,1,1,1,1,1
3.739267417,1,1,1,1,1,1,1,1
3.739272333,1,1,0,1,1,1,1,1
3.739272708,1,1,0,0,1,1,1,1
3.739277458,1,1,1,0,1,1,1,1
3.739282333,1,1,0,0,1,1,1,1
3.739287458,1,1,1,0,1,1,1,1
3.739292375,1,1,0,0,1,1,1,1
3.739292833,1,1,0,1,1,1,1,1
3.739297458,1,1,1,1,1,1,1,1
3.739302375,1,1,0,1,1,1,1,1
3.739302708,1,1,0,0,1,1,1,1
3.739307458,1,1,1,0,1,1,1,1
3.739312375,1,1,0,0,1,1,1,1
3.739317458,1,1,1,0,1,1,1,1
3.739322375,1,1,0,0,1,1,1,1
3.739327917,1,1,0,1,1,1,1,1
3.739332708,1,1,1,1,1,1,1,1
3.739337625,1,1,0,1,1,1,1,1
3.739338000,1,1,0,0,1,1,1,1
3.739342708,1,1,1,0,1,1,1,1
3.739347625,1,1,0,0,1,1,1,1
3.739348083,1,1,0,1,1,1,1,1
3.739352708,1,1,1,1,1,1,1,1
3.739357625,1,1,0,1,1,1,1,1
3.739358000,1,1,0,0,1,1,1,1
3.739362708,1,1,1,0,1,1,1,1
3.739367625,1,1,0,0,1,1,1,1
3.739372708,1,1,1,0,1,1,1,1
3.739377625,1,1,0,0,1,1,1,1
3.739382708,1,1,1,0,1,1,1,1
3.739387625,1,1,0,0,1,1,1,1
3.739392708,1,1,1,0,1,1,1,1
3.739397625,1,1,0,0,1,1,1,1
3.739398125,1,1,0,1,1,1,1,1
3.739402708,1,1,1,1,1,1,1,1
3.739407625,1,1,0,1,1,1,1,1
3.739407833,1,1,0,0,1,1,1,1
3.739412750,1,1,1,0,1,1,1,1
3.739417625,1,1,0,0,1,1,1,1
3.739418000,1,1,0,1,1,1,1,1
3.739427083,1,1,1,1,1,1,1,1
3.739432708,1,1,1,0,1,1,1,1
3.739437792,1,1,0,0,1,1,1,1
3.739443542,1,1,1,0,1,1,1,1
3.739448458,1,1,0,0,1,1,1,1
3.739448958,1,1,0,1,1,1,1,1
3.739453542,1,1,1,1,1,1,1,1
3.739458458,1,1,0,1,1,1,1,1
3.739458833,1,1,0,0,1,1,1,1
3.739463542,1,1,1,0,1,1,1,1
3.739468458,1,1,0,0,1,1,1,1
3.739468958,1,1,0,1,1,1,1,1
3.739473542,1,1,1,1,1,1,1,1
3.739478458,1,1,0,1,1,1,1,1
3.739478833,1,1,0,0,1,1,1,1
3.739483583,1,1,1,0,1,1,1,1
3.739488458,1,1,0,0,1,1,1,1
3.739493583,1,1,1,0,1,1,1,1
3.739498500,1,1,0,0,1,1,1,1
3.739498958,1,1,0,1,1,1,1,1
3.739503583,1,1,1,1,1,1,1,1
3.739508500,1,1,0,1,1,1,1,1
3.739513583,1,1,1,1,1,1,1,1
3.739518500,1,1,0,1,1,1,1,1
3.739518708,1,1,0,0,1,1,1,1
3.739523583,1,1,1,0,1,1,1,1
3.739528500,1,1,0,0,1,1,1,1
3.739537833,1,1,1,0,1,1,1,1
3.739542750,1,1,0,0,1,1,1,1
3.739547833,1,1,1,0,1,1,1,1
3.739552750,1,1,0,0,1,1,1,1
3.739557833,1,1,1,0,1,1,1,1
3.739562750,1,1,0,0,1,1,1,1
3.739563125,1,1,0,1,1,1,1,1
3.739567833,1,1,1,1,1,1,1,1
3.739572750,1,1,0,1,1,1,1,1
3.739572958,1,1,0,0,1,1,1,1
3.739577833,1,1,1,0,1,1,1,1
3.739582750,1,1,0,0,1,1,1,1
3.739587833,1,1,1,0,1,1,1,1
3.739592750,1,1,0,0,1,1,1,1
3.739597833,1,1,1,0,1,1,1,1
3.739602750,1,1,0,0,1,1,1,1
3.739607833,1,1,1,0,1,1,1,1
3.739612750,1,1,0,0,1,1,1,1
3.739613125,1,1,0,1,1,1,1,1
3.739617833,1,1,1,1,1,1,1,1
3.739622750,1,1,0,1,1,1,1,1
3.739628750,1,1,0,0,1,1,1,1
3.739633417,1,1,1,0,1,1,1,1
3.739639125,1,1,1,1,1,1,1,1
3.740824417,1,1,1,0,1,1,1,1
3.740829500,1,1,0,0,1,1,1,1
3.740839167,1,1,1,0,1,1,1,1
3.740844042,1,1,0,0,1,1,1,1
3.740844542,1,1,0,1,1,1,1,1
3.740849125,1,1,1,1,1,1,1,1
3.740854083,1,1,0,1,1,1,1,1
3.740854417,1,1,0,0,1,1,1,1
3.740859167,1,1,1,0,1,1,1,1
3.740864083,1,1,0,0,1,1,1,1
3.740864542,1,1,0,1,1,1,1,1
3.740869167,1,1,1,1,1,1,1,1
3.740874083,1,1,0,1,1,1,1,1
3.740874417,1,1,0,0,1,1,1,1
3.740879167,1,1,1,0,1,1,1,1
3.740884083,1,1,0,0,1,1,1,1
3.740889167,1,1,1,0,1,1,1,1
3.740894083,1,1,0,0,1,1,1,1
3.740894542,1,1,0,1,1,1,1,1
3.740899167,1,1,1,1,1,1,1,1
3.740904083,1,1,0,1,1,1,1,1
3.740904458,1,1,0,0,1,1,1,1
3.740909167,1,1,1,0,1,1,1,1
3.740914083,1,1,0,0,1,1,1,1
3.740919167,1,1,1,0,1,1,1,1
3.740924083,1,1,0,0,1,1,1,1
3.740929625,1,1,0,1,1,1,1,1
3.740934417,1,1,1,1,1,1,1,1
3.740939333,1,1,0,1,1,1,1,1
3.740939708,1,1,0,0,1,1,1,1
3.740944417,1,1,1,0,1,1,1,1
3.740949333,1,1,0,0,1,1,1,1
3.740949833,1,1,0,1,1,1,1,1
3.740954417,1,1,1,1,1,1,1,1
3.740959333,1,1,0,1,1,1,1,1
3.740959708,1,1,0,0,1,1,1,1
3.740964417,1,1,1,0,1,1,1,1
3.740969333,1,1,0,0,1,1,1,1
3.740974417,1,1,1,0,1,1,1,1
3.740979333,1,1,0,0,1,1,1,1
3.740984458,1,1,1,0,1,1,1,1
3.740989333,1,1,0,0,1,1,1,1
3.740994458,1,1,1,0,1,1,1,1
3.740999375,1,1,0,0,1,1,1,1
3.740999833,1,1,0,1,1,1,1,1
3.741004458,1,1,1,1,1,1,1,1
3.741009375,1,1,0,1,1,1,1,1
3.741009583,1,1,0,0,1,1,1,1
3.741014458,1,1,1,0,1,1,1,1
3.741019375,1,1,0,0,1,1,1,1
3.741019708,1,1,0,1,1,1,1,1
3.741028833,1,1,1,1,1,1,1,1
3.741034417,1,1,1,0,1,1,1,1
3.741039500,1,1,0,0,1,1,1,1
